S.No,Brand,Model,Screen_Size,Color,Hard_disk,CPU,RAM,OS,Special_features,Graphics,Graphics_Co-Processor,CPU_speed,Rating, Price ,Sale Product Count, Total Sales ,Total Stock
2108,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $999.99 ,63," $62,999.37 ",279
2109,Dell,Vostro 7620 Laptop,16 Inches,Black,2000 GB,Core i7,N/A,Windows 11 Pro,N/A,Integrated,NVIDIA GeForce RTX 3050 Ti,3.5 GHz,0, $459.99 ,46," $21,159.54 ",520
2110,lenovo,Lenovo Thinkpad,12.5 Inches,Black,256 GB,Core i7 4600U,8 GB,Windows 8,Pen,Integrated,N/A,N/A,3.1, $799.00 ,47," $37,553.00 ",163
2111,ASUS,VivoBook S15 S532,15.6 Inches,Punk Pink,512 GB,Intel Core i5,8 GB,Windows 10 Home,Nanoedge Bezel,Integrated,N/A,N/A,4.4, $389.99 ,22," $8,579.78 ",310
2112,Dell,Latitude 5320 Laptop,13.3 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,099.99 ",13," $14,299.87 ",284
2113,Apple,MacBook Pro 13-inch,13.3 Inches,Space Gray,128 GB,Core i5,8 GB,Mac OS,N/A,Integrated,integrated_graphics,N/A,4.5, $299.99 ,28," $8,399.72 ",286
2114,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,699.00 ",28," $47,572.00 ",500
2115,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7," $1,015.99 ",39," $39,623.61 ",432
2116,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,399.99 ",31," $43,399.69 ",205
2117,Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0, $389.99 ,48," $18,719.52 ",365
2118,ASUS,ROG Strix Scar III G531GV,15.6 Inches,N/A,1 TB,Intel Core i7,16 GB,Windows 10 Home,N/A,Dedicated,NVIDIA GeForce RTX 2060,4.5 GHz,4.4, $500.11 ,48," $24,005.28 ",234
2119,HP,Laptop,17 Inches,N/A,256 GB,Core i5,8 GB,Windows 11,Anti-glare,Integrated,Intel Iris Xe Graphics,N/A,4.9," $2,280.99 ",37," $84,396.63 ",294
2120,Dell,G15 5520 Laptop,15.6 Inches,Grey,512 GB,Core i7,16 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3050 Ti,N/A,0, $624.99 ,65," $40,624.35 ",352
2121,Dell,XPS,15.6 Inches,Platinum Silver,1 TB,Intel Core i9,32 GB,Windows 10 Home,N/A,Dedicated,NVIDIA GeForce RTX 3050 Ti,N/A,0, $459.99 ,60," $27,599.40 ",228
2122,MSI,Modern 14 B11MOU-1212,14 Inches,Gray,128 GB,Core i3,8 GB,Windows 11 Home,Information Not Available,Integrated,N/A,N/A,5," $1,149.18 ",27," $31,027.86 ",497
2123,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $639.99 ,54," $34,559.46 ",220
2124,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $899.99 ,35," $31,499.65 ",508
2125,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $989.85 ,22," $21,776.70 ",332
2126,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $459.99 ,41," $18,859.59 ",200
2127,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $3,854.66 ",30," $1,15,639.80 ",455
2128,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $993.23 ,54," $53,634.42 ",139
2129,Lenovo,N/A,15.6 Inches,Grey,512 GB,AMD R Series,20 GB,Windows 10,Anti-glare,Integrated,AMD Radeon RX Vega 8,N/A,4.3, $639.99 ,53," $33,919.47 ",519
2130,Dell,Precision 3000,14 Inches,N/A,512 GB,Core i7,32 GB,Windows 10 Pro,Anti-glare Screen,T550,NVIDIA T550,N/A,0," $1,709.00 ",15," $25,635.00 ",261
2131,Dell,Inspiron 3511,15.6 Inches,N/A,1 TB,Core i5,16 GB,Windows 10 Pro,N/A,Integrated,Intel UHD Graphics,1 GHz,0," $1,143.99 ",48," $54,911.52 ",515
2132,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $799.99 ,45," $35,999.55 ",147
2133,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7," $1,334.99 ",61," $81,434.39 ",229
2134,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,355.84 ",19," $25,760.96 ",136
2135,Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,64 GB,Windows 11 Home,N/A,Integrated,NVIDIA GeForce RTX 4080,N/A,0," $1,038.28 ",45," $46,722.60 ",346
2136,Dell,Inspiron,14 Inches,N/A,512 GB,Core i7,16 GB,Windows 11 Home,Fingerprint,Integrated,N/A,N/A,0, $389.99 ,42," $16,379.58 ",444
2137,Dell,G16 7620 Laptop,16 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,N/A,Integrated,NVIDIA GeForce RTX 3050 Ti,N/A,0, $550.00 ,54," $29,700.00 ",520
2138,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,568.39 ",64," $1,00,376.96 ",403
2139,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $732.99 ,46," $33,717.54 ",311
2140,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,699.00 ",46," $78,154.00 ",181
2141,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $999.99 ,48," $47,999.52 ",539
2142,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $589.99 ,28," $16,519.72 ",140
2143,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,049.00 ",15," $15,735.00 ",269
2144,Luqeeg,Luqeegcbyo4agte7-11,15.6 Inches,N/A,512 GB,N/A,16 GB,Windows 11,"Fingerprint Reader,Keypad",Integrated,Intel UHD Graphics,N/A,0," $1,087.37 ",17," $18,485.29 ",399
2145,Lenovo,N/A,11.6 Inches,N/A,32 GB,AMD A4,4 GB,Chrome OS,HD Audio,Integrated,AMD Radeon R5,9120 GHz,0, $459.99 ,22," $10,119.78 ",460
2146,Dell,Dell Precision 7750 Laptop,17 Inches,Black,1 TB,Intel Core i7,32 GB,Windows 10 Pro,N/A,Dedicated,NVIDIA RTX 3000 6GB GDDR6,N/A,0," $1,102.99 ",18," $19,853.82 ",510
2147,Lenovo,Chromebook,11.6 Inches,Black,N/A,Celeron,4 GB,Chrome OS,Pen,Integrated,Intel HD Graphics 400,N/A,5, $813.99 ,22," $17,907.78 ",168
2148,Dell,Latitude 3000,11.6 Inches,N/A,128 GB,Unknown,4 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,N/A,0, $589.99 ,65," $38,349.35 ",563
2149,ASUS,UX363JA-XB71T,13.3 Inches,Grey,512 GB,Intel Core i5,1 GB,Windows 10 Pro,"Anti-glare,Nanoedge Bezel",Integrated,N/A,N/A,3.5, $639.99 ,45," $28,799.55 ",523
2150,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $999.99 ,65," $64,999.35 ",323
2151,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $989.99 ,61," $60,389.39 ",542
2152,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,699.00 ",52," $88,348.00 ",322
2153,Dell,Dell Inspiron,15.6 Inches,Platinum Silver,256 GB,Core i5,8 GB,Windows 10 Home,Backlit Keyboard,Integrated,N/A,N/A,3.3," $1,540.99 ",63," $97,082.37 ",274
2154,Apple,MacBook Pro,14 Inches,Space Gray,1 TB,Apple M1,32 GB,Mac OS,N/A,Integrated,N/A,3.2 GHz,4.5," $1,599.00 ",12," $19,188.00 ",386
2155,Dell,XPS 13 9380,13.3 Inches,Silver,128 GB,Core i5 Family,8 GB,Windows 10 Home,N/A,Integrated,Intel UHD Graphics 620,N/A,3.7, $810.28 ,33," $26,739.24 ",316
2156,Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i7,64 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA GeForce RTX 3050,N/A,5," $1,599.00 ",34," $54,366.00 ",358
2157,Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,2000 GB,Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3080,N/A,0, $209.99 ,63," $13,229.37 ",560
2158,acer,Acer Swift X Laptop,14 Inches,Safari Gold,1 TB,AMD R Series,16 GB,Windows 10,Fingerprint,Dedicated,N/A,N/A,4.5," $1,499.00 ",25," $37,475.00 ",364
2159,Dell,Dell Latitude 5520 Laptop,15 Inches,Silver,512 GB,Core i7,16 GB,Windows 10 Pro,N/A,Integrated,Intel Iris Xe Graphics,N/A,5, $589.99 ,47," $27,729.53 ",326
2160,ASUS,ROG Strix SCAR II,17.3 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,N/A,Dedicated,NVIDIA GeForce GTX 1060,N/A,4.2," $2,399.00 ",46," $1,10,354.00 ",139
2161,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,851.99 ",64," $1,18,527.36 ",322
2162,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,688.99 ",43," $72,626.57 ",511
2163,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,989.85 ",46," $91,533.10 ",315
2164,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $1,267.99 ",22," $27,895.78 ",338
2165,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $459.99 ,52," $23,919.48 ",178
2166,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,406.04 ",42," $59,053.68 ",510
2167,Dell,Dell Latitude,14 Inches,N/A,512 GB,Core i7 Family,16 GB,Windows 10 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,N/A,0," $2,738.99 ",48," $1,31,471.52 ",138
2168,Dell,Latitude E6410,14.1 Inches,Silver,160 GB,Core i5,4 GB,Windows 7,HD Audio,Integrated,N/A,N/A,4.1," $2,199.99 ",53," $1,16,599.47 ",295
2169,Dell,G16 7620 Laptop,16 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Pro,N/A,Integrated,NVIDIA GeForce RTX 3070,N/A,0," $1,799.81 ",60," $1,07,988.60 ",296
2170,ASUS,GM501GM-WS74,15.6 Inches,N/A,1256 GB,8032,16 GB,Windows 10 Pro,N/A,"Integrated, Dedicated",NVIDIA GeForce GTX 1060,2.2 GHz,3.7," $2,192.13 ",20," $43,842.60 ",215
2171,Dell,Latitude 5400,14 Inches,Black,128 GB,Core i5 Family,8 GB,Chrome OS,Anti-glare,Integrated,N/A,N/A,0," $1,699.00 ",32," $54,368.00 ",172
2172,Lenovo,ThinkBook 14 G4 ABA,14 Inches,N/A,256 GB,Ryzen 5,16 GB,Windows 11,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,N/A,0," $1,275.81 ",30," $38,274.30 ",110
2173,Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,046.99 ",18," $18,845.82 ",267
2174,Dell,Inspiron 5425,14 Inches,N/A,512 GB,Ryzen 7,16 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint Reader",Integrated,N/A,N/A,0, $999.99 ,40," $39,999.60 ",136
2175,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,389.77 ",47," $65,319.19 ",220
2176,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $965.08 ,21," $20,266.68 ",255
2177,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $999.99 ,61," $60,999.39 ",241
2178,Dell,63P78,14 Inches,N/A,256 GB,Intel Core i7,16 GB,Windows 10 Pro,N/A,Integrated,N/A,2.7 GHz,3.6," $1,699.00 ",58," $98,542.00 ",198
2179,Dell,Latitude 7000,14 Inches,Carbon Fiber,512 GB,Core i7,32 GB,Windows 10 Pro,Anti-glare Screen,Iris X Graphics,N/A,N/A,0, $173.92 ,46," $8,000.32 ",493
2180,Lenovo,Yoga 910,14 Inches,N/A,256 GB,Core i7 7500U,8 GB,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics 620,N/A,3.6," $1,699.00 ",38," $64,562.00 ",271
2181,MSI,GE66 Raider 10SGS-288,15.6 Inches,N/A,N/A,Core i7,32 GB,Windows 10 Home,Anti-glare,Dedicated,NVIDIA RTX 2080 Super,2.3 GHz,4.4," $1,699.00 ",54," $91,746.00 ",361
2182,HP,HP Pavilion x360,14 Inches,N/A,256 GB,Core i5,8 GB,Windows 10,N/A,Integrated,Intel UHD Graphics,1.6 GHz,4.4, $686.90 ,43," $29,536.70 ",159
2183,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $639.99 ,32," $20,479.68 ",242
2184,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $389.99 ,22," $8,579.78 ",211
2185,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $792.78 ,33," $26,161.74 ",344
2186,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $999.99 ,46," $45,999.54 ",521
2187,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $599.99 ,34," $20,399.66 ",125
2188,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $589.99 ,43," $25,369.57 ",160
2189,Lenovo,THINKPAD X1 CARBON 4TH GENERAT,14 Inches,N/A,N/A,Core i7,8 GB,Windows 10 Pro 64-bit,N/A,Dedicated,Intel HD Graphics 5500,2.6 GHz,0, $459.99 ,55," $25,299.45 ",340
2190,Dell,Dell Latitude 7310,13 Inches,Carbon Fiber,256 GB,Core i5-10310Y,16 GB,Windows 10 Pro,"Anti Glare,Fingerprint",Integrated,N/A,N/A,0, $639.99 ,58," $37,119.42 ",155
2191,MICROTELLA,Lenovo Thinkpad,15.6 Inches,N/A,256 GB,N/A,8 GB,Windows 10,N/A,Integrated,N/A,N/A,0," $1,718.99 ",56," $96,263.44 ",311
2192,Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA RTX A3000,N/A,5, $554.04 ,63," $34,904.52 ",499
2193,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $389.99 ,28," $10,919.72 ",257
2194,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $899.99 ,65," $58,499.35 ",443
2195,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $999.99 ,54," $53,999.46 ",270
2196,Lenovo,ThinkBook 14 G4 ABA,14 Inches,N/A,256 GB,Ryzen 5,8 GB,Windows 11,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,N/A,0," $3,447.23 ",22," $75,839.06 ",454
2197,Dell,Precision 7760 Laptop,17.3 Inches,Silver,2000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A4000,N/A,N/A,5, $911.99 ,34," $31,007.66 ",520
2198,Alienware,Dell Alienware Area 51M,17.3 Inches,N/A,1512 GB,Unknown,32 GB,Windows 10,Anti-glare,Dedicated,NVIDIA ®,N/A,4," $1,949.99 ",22," $42,899.78 ",248
2199,HP,ZBook Studio 16 G9,16 Inches,N/A,1 TB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,"GeForce RTX 3070 Ti,Iris Xe Graphics",NVIDIA Intel GeForce RTX 3070 Ti Iris Xe Graphics,N/A,0, $772.20 ,25," $19,305.00 ",234
2200,Gigabyte,AERO 17 XE5-73US738HP,17.3 Inches,Silver,2 TB,Intel Core i7,16 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA GeForce RTX 3070 Ti,N/A,3.5," $2,069.00 ",38," $78,622.00 ",299
2201,Dell,Latitude 7420,14 Inches,N/A,N/A,Core i5,8 GB,Windows 10 Pro,N/A,Integrated,N/A,N/A,2.6," $3,417.95 ",49," $1,67,479.55 ",445
2202,Dell,Dell XPS 15 7590 Laptop,15.6 Inches,Silver,1 TB,Core i7,32 GB,Windows 10 Pro,N/A,Dedicated,NVIDIA GeForce GTX 1650,N/A,3.7," $2,701.64 ",59," $1,59,396.76 ",377
2203,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $389.99 ,58," $22,619.42 ",236
2204,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $459.99 ,55," $25,299.45 ",429
2205,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $2,357.99 ",28," $66,023.72 ",497
2206,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $1,050.66 ",44," $46,229.04 ",442
2207,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $801.99 ,64," $51,327.36 ",388
2208,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $459.99 ,28," $12,879.72 ",148
2209,Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3080,N/A,0, $589.99 ,37," $21,829.63 ",517
2210,HP,HP Omen,17.3 Inches,Shadow Black,2 TB,Core i7 Family,64 GB,Windows 10 Pro,"High Definition Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,N/A,N/A,0," $2,815.30 ",58," $1,63,287.40 ",251
2211,Lenovo,Lenovo Thinkpad,14 Inches,Black,N/A,Core i5,8 GB,Windows 10 Pro,N/A,Integrated,Intel UHD Graphics 620,1.7 GHz,1," $4,277.34 ",53," $2,26,699.02 ",501
2212,Lenovo,N/A,15.6 Inches,Platinum Gray,1 TB,Core i3,8 GB,Windows 10,N/A,N/A,N/A,2.2 GHz,3.8, $159.95 ,62," $9,916.90 ",281
2213,Lenovo,N/A,N/A,Black,1.92 TB,N/A,N/A,N/A,Portable,N/A,N/A,N/A,0, $389.99 ,60," $23,399.40 ",515
2214,Dell,XPS 9305 Laptop,13.3 Inches,Platinum Silver,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $899.99 ,18," $16,199.82 ",189
2215,Dell,Latitude 9330 2-in-1,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,N/A,0, $459.99 ,28," $12,879.72 ",503
2216,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,599.00 ",25," $39,975.00 ",263
2217,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $589.99 ,37," $21,829.63 ",324
2218,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,699.00 ",25," $42,475.00 ",279
2219,Lenovo,T420,14 Inches,N/A,320 GB,Core i5,4 GB,Windows 7,HD Audio,Integrated,ATI Mobility Radeon 7500,N/A,3.9, $589.99 ,50," $29,499.50 ",279
2220,Dell,Dell Latitude 5520,15.6 Inches,Silver,2 TB,Intel Core i5,32 GB,Windows 11 Home,N/A,Dedicated,Intel Iris Xe Graphics,N/A,4.2," $1,470.77 ",34," $50,006.18 ",419
2221,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $639.99 ,12," $7,679.88 ",354
2222,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $195.00 ,55," $10,725.00 ",526
2223,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $589.99 ,53," $31,269.47 ",455
2224,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $620.64 ,42," $26,066.88 ",139
2225,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $2,013.50 ",30," $60,405.00 ",352
2226,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $389.99 ,14," $5,459.86 ",201
2227,Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,24 GB,Windows 10 Pro,N/A,Integrated,NVIDIA GeForce RTX 3050,N/A,0, $401.99 ,44," $17,687.56 ",382
2228,Gigabyte,AORUS 15G XC-8US2430SH,15 Inches,Black,512 GB,Intel Mobile CPU,32 GB,Windows 10 Home,Anti-glare,Dedicated,N/A,N/A,4.1, $899.99 ,59," $53,099.41 ",311
2229,Dell,Inspiron 3515 Laptop,15.6 Inches,Platinum Silver,256 GB,AMD Ryzen 7,8 GB,Windows 11 Home,N/A,Integrated,AMD Integrated Graphics,N/A,0, $389.99 ,48," $18,719.52 ",186
2230,Lenovo,ThinkPad T15p Gen 3,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,GeForce RTX 3050,N/A,N/A,0," $1,699.00 ",21," $35,679.00 ",150
2231,Lenovo,ThinkPad L14 Gen 3,14 Inches,N/A,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,N/A,0, $219.00 ,23," $5,037.00 ",398
2232,ASUS,ROG Strix G15,15.6 Inches,Black,512 GB,Corei7-10750H,16 GB,Windows 10 Home,N/A,Dedicated,NVIDIA ® GeForce RTX™ 2060,N/A,4.4, $399.00 ,15," $5,985.00 ",468
2233,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $2,249.99 ",41," $92,249.59 ",192
2234,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7," $3,378.36 ",12," $40,540.32 ",456
2235,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,366.99 ",19," $25,972.81 ",347
2236,Dell,Dell Latitude,14 Inches,N/A,512 GB,Core i7,16 GB,Windows 10 Pro,N/A,Integrated,Intel UHD Graphics 620,1.9 GHz,0, $534.87 ,46," $24,604.02 ",264
2237,Dell,Dell XPS 15 9520,15.6 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,N/A,Dedicated,NVIDIA GeForce RTX 3050 Ti,N/A,0, $639.99 ,22," $14,079.78 ",409
2238,HP,HP Omen 16 Gaming Laptop,16.1 Inches,Shadow Black,4 TB,Core i7 Family,64 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,N/A,N/A,0," $1,699.00 ",63," $1,07,037.00 ",271
2239,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $2,999.00 ",32," $95,968.00 ",323
2240,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,599.00 ",65," $1,03,935.00 ",293
2241,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,320.86 ",28," $36,984.08 ",349
2242,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $839.00 ,20," $16,780.00 ",496
